NUMBER,Del_include?,Add_include?,SATD,sub_name,broken?
9340,0,0,SATD_have,qt/qtdeclarative,1
9343,0,0,SATD_have,qt/qtdeclarative,1
9351,0,0,SATD_have,qt/qtdeclarative,1
9352,0,0,SATD_have,qt/qtdeclarative,1
9357,0,0,SATD_have,qt/qtdeclarative,1
9369,0,0,SATD_have,qt/qtlocation,1
9406,0,0,SATD_have,qt/qtdeclarative,1
9448,0,0,SATD_have,qt/qtlocation,1
9459,0,0,SATD_have,qt/qtlocation,1
9462,0,0,SATD_have,qt/qtdeclarative,1
9468,0,0,SATD_have,qt/qtdeclarative,1
9516,0,0,SATD_have,qt/qtdeclarative,1
9554,0,0,SATD_have,qt/qtdeclarative,1
9623,0,0,SATD_have,qt/qtlocation,1
9666,0,0,SATD_have,qt/qtdeclarative,1
9687,0,0,SATD_have,qt/qtdeclarative,1
9692,0,0,SATD_have,qt/qtdeclarative,1
9693,0,0,SATD_have,qt/qtdeclarative,1
9717,0,0,SATD_have,qt/qtdoc,1
9729,0,0,SATD_have,qt/qtdeclarative,1
9744,0,0,SATD_have,qt/qtlocation,1
9748,0,0,SATD_have,qt/qtdeclarative,1
9753,0,0,SATD_have,qt/qtlocation,1
9756,0,0,SATD_have,qt/qtqa,1
9768,0,0,SATD_have,qt/qtdeclarative,1
9787,0,0,SATD_have,qt/qtdeclarative,1
9910,0,0,SATD_have,qt/qtdeclarative,1
9920,0,0,SATD_have,qt/qtdeclarative,1
9972,0,0,SATD_have,qt/qtdeclarative,1
9979,0,0,SATD_have,qt/qtdeclarative,1
9990,0,0,SATD_have,qt/qtdeclarative,1
10027,0,0,SATD_have,qt/qtlocation,1
10031,0,0,SATD_have,qt/qtlocation,1
10058,0,0,SATD_have,qt/qtdeclarative,1
10103,0,0,SATD_have,qt/qtlocation,1
10107,0,0,SATD_have,qt/qtdeclarative,1
10109,0,0,SATD_have,qt/qtdeclarative,1
10124,0,0,SATD_have,qt/qtdeclarative,1
10125,0,0,SATD_have,qt/qtlocation,1
10143,0,0,SATD_have,qt/qtlocation,1
10178,0,0,SATD_have,qt/qtlocation,1
10189,0,0,SATD_have,qt/qtdeclarative,1
10225,0,0,SATD_have,qt/qtdeclarative,1
10273,0,0,SATD_have,qt/qtdeclarative,1
10287,0,0,SATD_have,qt/qtdeclarative,1
10289,0,0,SATD_have,qt/qtdeclarative,1
10291,0,0,SATD_have,qt/qtlocation,1
10293,0,0,SATD_have,qt/qtlocation,1
10315,0,0,SATD_have,qt/qtdeclarative,1
10327,0,0,SATD_have,qt/qtdeclarative,1
10330,0,0,SATD_have,qt/qtlocation,1
10369,0,0,SATD_have,qt/qtlocation,1
10383,0,0,SATD_have,qt/qtdeclarative,1
10389,0,0,SATD_have,qt/qtdeclarative,1
10435,0,0,SATD_have,qt/qtdeclarative,1
10450,0,0,SATD_have,qt/qtlocation,1
10510,0,0,SATD_have,qt/qtlocation,1
10534,0,0,SATD_have,qt/qtmultimedia,1
10616,0,0,SATD_have,qt/qtdeclarative,1
10677,0,0,SATD_have,qt/qttools,1
10695,0,0,SATD_have,qt/qtlocation,1
10711,0,0,SATD_have,qt/qtqa,1
10728,0,0,SATD_have,qt/qtlocation,1
10732,0,0,SATD_have,qt/qtlocation,1
10742,0,0,SATD_have,qt/qtdoc,1
10760,0,0,SATD_have,qt/qtlocation,1
10835,0,0,SATD_have,qt/qtdeclarative,1
10874,0,0,SATD_have,qt/qtlocation,1
10947,0,0,SATD_have,qt/qtdeclarative,1
10954,0,0,SATD_have,qt/qtqa,1
11013,0,0,SATD_have,qt/qtlocation,1
11033,0,0,SATD_have,qt/qtdeclarative,1
11035,0,0,SATD_have,qt/qtlocation,1
11123,0,0,SATD_have,qt/qtdeclarative,1
11155,0,0,SATD_have,qt/qtlocation,1
11180,0,0,SATD_have,qt/qtlocation,1
11250,0,0,SATD_have,qt/qtdeclarative,1
11292,0,0,SATD_have,qt/qtlocation,1
11300,0,0,SATD_have,qt/qtlocation,1
11319,0,0,SATD_have,qt/qtlocation,1
11337,0,0,SATD_have,qt/qtlocation,1
11339,0,0,SATD_have,qt/qtdeclarative,1
11341,0,0,SATD_have,qt/qtlocation,1
11404,0,0,SATD_have,qt/qtsensors,1
11409,0,0,SATD_have,qt/qtqa,1
11483,0,0,SATD_have,qt/qtlocation,1
11498,0,0,SATD_have,qt/qtlocation,1
11514,0,0,SATD_have,qt/qtdeclarative,1
11531,0,0,SATD_have,qt/qtlocation,1
11549,0,0,SATD_have,qt/qtdeclarative,1
11575,0,0,SATD_have,qt/qtlocation,1
11580,0,0,SATD_have,qt/qtdeclarative,1
11583,0,0,SATD_have,qt/qtdeclarative,1
11592,0,0,SATD_have,qt/qtdeclarative,1
11604,0,0,SATD_have,qt/qtlocation,1
11607,0,0,SATD_have,qt/qtlocation,1
11654,0,0,SATD_have,qt/qtdeclarative,1
11672,0,0,SATD_have,qt/qttools,1
11694,0,0,SATD_have,qt/qtlocation,1
11697,0,0,SATD_have,qt/qtlocation,1
11708,0,0,SATD_have,qt/qtdeclarative,1
11800,0,0,SATD_have,qt/qtlocation,1
11805,0,0,SATD_have,qt/qtlocation,1
11809,0,0,SATD_have,qt/qtlocation,1
11828,0,0,SATD_have,qt/qtlocation,1
11847,0,0,SATD_have,qt/qtlocation,1
11879,0,0,SATD_have,qt/qtdeclarative,1
11980,0,0,SATD_have,qt/qtlocation,1
11990,0,0,SATD_have,qt/qtmultimedia,1
11994,0,0,SATD_have,qt/qtlocation,1
12018,0,0,SATD_have,qt/qtdeclarative,1
12028,0,0,SATD_have,qt/qtdeclarative,1
12076,0,0,SATD_have,qt/qtdeclarative,1
12141,0,0,SATD_have,qt/qtdeclarative,1
12160,0,0,SATD_have,qt/qtdeclarative,1
12161,0,0,SATD_have,qt/qtdeclarative,1
12167,0,0,SATD_have,qt/qtlocation,1
12168,0,0,SATD_have,qt/qtlocation,1
12176,0,0,SATD_have,qt/qtlocation,1
12180,0,0,SATD_have,qt/qtlocation,1
12215,0,0,SATD_have,qt/qtlocation,1
12300,0,0,SATD_have,qt/qtdeclarative,1
12326,0,0,SATD_have,qt/qtdeclarative,1
12331,0,0,SATD_have,qt/qtlocation,1
12342,0,0,SATD_have,qt/qtscript,1
12350,0,0,SATD_have,qt/qtmultimedia,1
12365,0,0,SATD_have,qt/qtmultimedia,1
12490,0,0,SATD_have,qt/qtdeclarative,1
12492,0,0,SATD_have,qt/qtlocation,1
12495,0,0,SATD_have,qt/qtlocation,1
12520,0,0,SATD_have,qt/qtscript,1
12537,0,0,SATD_have,qt/qtdeclarative,1
12614,0,0,SATD_have,qt/qtmultimedia,1
12647,0,0,SATD_have,qt/qtdeclarative,1
12720,0,0,SATD_have,qt/qtdeclarative,1
12762,0,0,SATD_have,qt/qtmultimedia,1
12773,0,0,SATD_have,qt/qtmultimedia,1
12778,0,0,SATD_have,qt/qtlocation,1
12874,0,0,SATD_have,qt/qtlocation,1
13038,0,0,SATD_have,qt/qtdeclarative,1
13042,0,0,SATD_have,qt/qtdeclarative,1
